Subject_Difficulty_Level,Previous_Grade,Attendance_Rate,Avg_Study_Hours_Last_Sem,Screen_Time_Hours,Coaching_Enrolled,Assignment_Completion_Rate,Preferred_Study_Mode,Number_of_Reference_Books_Used,Sleep_Hours,Stress_Self_Rating,Required_Study_Hours
3,A,98.17060305849682,2.8516898803514934,5.546671034822723,1,0.885406047713088,Online,1,5.5199936195128725,2,3.4738115587194374
1,A,87.9267427368725,3.897671638278502,7.7518828432282065,1,0.974050756050982,Online,3,5.916545419095124,5,2.5708864855243925
1,D,79.87592785627926,3.4861362625759007,6.92127342522619,0,0.8933846224261422,Online,0,6.172275401901716,4,1.0
2,B,98.13332903292863,2.275644656695416,2.381389065147456,0,0.8748735171179947,Solo,1,8.934787429432706,1,1.6263805109917604
2,A,92.6359752339279,2.823300028317366,5.788716379945535,0,0.7315993625864537,Group,0,6.164834983303157,2,3.2278068535990907
2,D,93.54549597418072,3.0089850688420365,4.196071333235777,0,0.8671230286227637,Solo,4,5.825815153361102,4,1.8471231406953716
1,D,98.6226075436686,2.8116672518791317,4.287002794970639,1,0.7826684850001324,Online,2,6.77101697975389,4,1.0
2,D,89.50367688520603,2.0800505221682966,5.482018194574348,0,0.8064261596766696,Group,5,6.539625206231261,1,1.0
1,A,94.48734571222504,0.5,3.5208350133093815,1,0.8506773640012539,Group,1,9.083431720183876,5,1.0491317846265575
2,C,90.91556231371122,2.947613085836838,6.6297957784405845,0,1.0,Online,0,6.20115872538828,3,3.1598085775508893
2,C,96.53145368177464,1.6068766569960238,4.258406129413692,0,0.842685750177624,Group,0,8.093575574839779,2,1.0782283245560447
2,A,100.0,2.710190199448237,1.4173697564252405,0,0.8929178973847172,Solo,1,7.299041344842348,1,1.92063392787842
1,B,82.87136682660932,3.243469052305423,6.694264215963099,1,0.8104500808652917,Group,0,7.628565377308677,3,1.3261124924991445
1,B,84.42524725059756,1.8322973183816014,5.018267508452294,1,0.8088031751727555,Online,2,6.932401409857447,2,1.294626502947759
2,B,90.8167602463335,1.5356574696623442,4.809174488865637,0,0.8715594914544802,Solo,1,8.100901566676045,2,2.1131815712595428
2,A,83.32738915547733,1.1846966804218833,6.281196561581639,0,0.8421067307370371,Online,2,6.945091137818141,1,2.2826395080101265
1,D,78.75459762096351,2.2237940500629874,1.1444127107579178,0,0.7085842073990355,Solo,2,6.340593656254986,4,1.0
2,B,85.70710942347561,1.5783716776012728,4.510044175365296,1,0.9143071691442854,Online,1,7.100350030912464,1,1.3199396169792061
1,C,100.0,3.58986865032123,6.7925506838329035,0,0.9197496641200137,Online,1,4.035505449671081,4,2.4576863313853092
1,D,90.01334973365307,1.7770580089356767,2.728993980211346,1,0.9683094343171892,Group,1,6.58107741228166,3,1.0
1,D,97.9799829336952,2.8571866293805983,5.019337810168486,0,0.8311053004206667,Solo,0,6.7593419234229835,2,1.1481491544936413
3,B,91.56765764048409,3.8988058846075777,4.855137230954892,0,0.8830572980386435,Group,1,6.866813624001427,1,2.790843630306159
1,A,84.76525309813836,1.8304843640428103,5.723885560297036,0,0.8166289142480146,Solo,2,6.285808355744929,3,1.6112602730724364
2,A,92.81986819892501,3.5418746716742238,5.2569090145683735,0,0.7963886074628178,Group,0,8.46587519299068,3,3.027612193304244
1,C,88.59432924737558,2.3940233877942387,5.904133131503688,0,0.9794403931188751,Solo,2,5.408832481176809,2,1.0
1,C,82.28649157079812,1.3229088184009543,3.920661144591671,0,0.7452202483832471,Online,2,8.372936968106522,4,1.1987931654634094
2,D,83.58095979820699,2.549035846951786,1.7576685706627124,0,0.6084269998952605,Solo,2,6.3141066263163275,4,1.5683699903924555
1,C,89.45341945412065,3.460962772330051,4.5084744275260284,0,0.9432278336839435,Group,1,5.036427353437877,2,1.2741988153614172
3,B,88.22774243706357,2.740298021622796,3.452293281965444,0,0.935624168302334,Online,3,7.7150217219616515,3,3.052412873205391
1,C,99.69192527945258,2.264102277597628,3.4062871722079615,0,0.8494080346754006,Online,1,5.655286198141072,3,2.061595936209061
2,B,88.43258774776372,1.885126048841907,3.827622356038967,1,1.0,Online,3,7.12613838136793,4,1.9747454792870476
1,A,88.71247733734494,1.3986903815527814,3.1759518420066346,1,0.9074229059297141,Online,3,6.513665365305757,3,1.2648873136627001
1,B,80.3703776935775,1.5668189936052281,3.092104833414324,0,0.9479037535540055,Solo,4,5.690614032373631,3,2.8035655134932043
1,C,95.58553662405023,1.71235055294199,3.826841427000883,1,0.8672301764606896,Online,1,6.232647925375275,4,1.0
1,A,94.59172042153965,3.077609724733027,5.306445103711507,0,0.8241577391598632,Solo,0,5.688873409413994,2,2.2589296175657974
1,D,88.09526998114758,1.6633575891920747,4.780909959035275,1,0.7472474913369218,Solo,1,7.2442238805363965,1,1.0
1,C,97.06945286963385,0.5,5.1407784735343665,0,0.8840116780418585,Group,3,6.044761140729353,1,1.3324308555686373
3,B,90.39714548839726,2.7906417494966425,4.237057343464665,0,0.7186655579381098,Solo,0,7.022547333242378,1,2.518050857621967
2,B,95.2631667954014,3.1252565009340705,6.617214751176871,1,0.8142804557383392,Solo,1,5.468850349839117,3,2.0999296211990113
2,B,87.50122936077591,1.9146030881549068,1.9071191926848732,0,0.9195393131914129,Solo,4,5.824663576016381,5,2.219184929959036
3,B,99.99339725394205,1.7844657886601143,6.855986174648692,1,0.9056013726372041,Group,1,7.333628325383678,1,2.472041228659934
2,C,96.38697222934294,4.184455586171797,6.635971496464115,0,0.9616173451633354,Group,2,7.343823581784164,1,1.0398223304584615
1,B,95.69134754024826,3.051629637623698,5.472666196624315,1,0.9160830729118968,Group,3,7.196797286262067,4,1.2962290565233916
1,D,85.51393949933164,2.664896594752798,1.864956422048004,0,0.8866361215071252,Online,3,6.760694423177484,3,1.0
1,C,92.2672997329468,1.7639826829631824,3.4616584789617133,0,0.9210546575914684,Solo,1,3.559098727993597,2,2.2060807152455224
2,D,97.07160746857302,3.6820305697133,4.020754570153682,1,0.7850722244027474,Solo,3,4.9908934932293185,3,1.4694944788951605
1,A,93.95922072012782,2.9126359277028393,2.295600663113042,0,0.7605880568575241,Online,4,6.232003706094481,1,1.6390561320462467
1,B,89.01469057872335,2.917889666324869,4.874178822572623,0,1.0,Group,4,5.852050326119964,3,1.4242550746745206
2,A,99.6714464116349,1.9092661148742,4.956498449468958,0,0.880493851384367,Group,2,6.039437889491652,1,2.2881391605913493
3,A,78.77964230043102,2.39794045087027,3.8652689692772566,0,0.8006314045884232,Solo,4,7.255034618343775,5,3.496213291917419
2,A,85.8248437474976,1.3510515668591652,4.039139492038273,0,0.8512371834834184,Online,0,5.456163959416186,4,4.2518905687133195
1,B,82.3662357197728,1.4158394107642316,4.776399495156816,1,0.6413377578152235,Online,0,5.200372726240555,1,1.4141474900697066
3,B,83.77535084214357,2.5730243628903384,5.605649760432093,1,1.0,Group,2,5.648202605430366,3,2.963044796143818
2,B,84.39846905672402,2.072355553253499,1.0,0,0.7029096589013757,Group,2,6.474798468401808,5,2.9640856290644155
2,D,94.17457293640047,2.9129316447704148,5.824330270114302,1,0.8355730069455827,Solo,0,6.837547736152956,2,1.3418634930676638
2,D,100.0,2.838205203438452,3.5878734625415154,1,0.8849760893492089,Online,2,7.414993558345971,1,1.0
2,D,87.34187104052533,2.172405268772939,1.0,0,0.8996646003785673,Solo,0,6.075745200347699,4,1.1463706010089525
3,C,87.87775364295808,2.5761992612920954,4.014508640527725,0,0.7491485683622885,Online,2,5.212664269336106,4,2.589977257406185
2,B,90.33580027825212,2.55319519768932,3.7595039300038136,0,1.0,Group,0,6.883733570270294,3,2.009661010921033
1,D,88.57213425214815,2.8200941448661094,4.834378177929553,0,0.9357149472638087,Online,5,8.001624303480883,5,1.0
1,A,99.22279755691318,1.8197960083258649,4.138046112453203,0,,Solo,5,7.188858538857635,3,2.0270064353708706
1,B,93.30571827444989,3.636416060534194,4.5098651896490995,1,0.7221824531681498,Online,1,5.746842584150367,4,1.205281677444788
1,A,83.00708879935847,3.1215637048750184,2.040721080938308,0,0.976925160480935,Group,1,7.300920043500494,2,1.1676898683145325
1,C,80.74815634361309,0.8136129770444955,6.799614480283906,0,0.7633231011721602,Online,3,6.419647039292746,1,1.0
3,D,93.32590644206572,2.4845717347050265,2.703115317245646,0,0.8610926123827521,Group,2,6.63334325798457,5,2.3294490346871566
2,A,89.67720627432757,3.2916863618558034,3.3415731921833074,1,0.7543315476116995,Online,4,,1,2.7194425485715943
2,D,73.06497863419848,2.6895596711399823,4.059263250142688,0,0.9241055756783644,Solo,5,6.799342556185416,2,1.0
2,D,92.6604678163627,1.6151649867730833,3.9025057984206235,1,0.7863216313766408,Solo,2,9.385097845717926,4,2.093803217952711
2,D,85.8613326488295,2.583510363726673,3.27894301679151,1,0.7683651124742488,Group,2,5.62596633422852,3,1.0
1,D,83.49925397981599,1.5283401861614427,4.745895922508583,0,0.7718072993992225,Group,1,5.930848096820144,1,1.0
2,B,91.85110441705172,2.040520496187879,1.6336450912105276,1,0.611047320631956,Online,1,6.873701619153464,2,1.0
1,D,100.0,0.6111939237177095,4.958694647898324,0,0.7465476389780061,Online,1,6.947037599518076,1,1.0
2,C,87.30760820913959,2.7276255393022377,5.318867717403068,1,0.8503482927960502,Online,0,7.11003371765938,1,1.0
1,A,76.25834947289934,0.5,4.232247019852692,0,0.7963083302076691,Online,1,7.749916003586629,5,2.5028501719318026
1,A,88.5756699088174,2.9135596810973716,2.6174846486875136,1,1.0,Solo,2,4.972404064450712,5,1.5100385150246665
3,D,91.35475012309634,1.8615696161207431,1.859353933654404,0,0.752753459949248,Group,0,6.7536636784623605,4,2.6781943551928578
2,D,95.02417602031089,3.458889750560263,2.31339208291112,1,0.8824992436914166,Solo,2,6.314522098197811,5,1.6283122243079264
1,C,81.5351506231132,2.0380874780512013,1.699493939072699,0,1.0,Solo,2,3.6587598922495355,5,1.7699944057989707
1,C,88.4749284337911,3.1456295532377174,4.732694519946132,1,0.8851591626906757,Online,2,6.1526250896926395,4,1.0
2,C,93.79115702751699,2.403348439000048,4.350383727515492,0,0.7317076412077924,Online,1,8.09123743195215,2,1.7469885328180172
3,C,96.22802162956789,2.5407324940539824,3.6673202878069806,0,0.9971406812059352,Solo,2,5.734073725196069,3,2.578246970410101
2,C,95.24044007766278,0.7242856780009048,1.0,0,0.9039291452124898,Solo,6,5.754014224476888,3,1.566479338207773
2,D,93.60063183388233,0.5791304480425774,1.2749680760087285,1,0.9547243589305319,Online,0,4.411162611143036,2,1.0
3,A,99.67877062890558,3.7036727207843936,4.429551699270112,0,0.9303091505513013,Group,3,5.842902276301896,5,4.102192185264454
1,D,94.71095696384754,1.7958010561808166,1.1838595950215418,1,0.7673526027564952,Group,1,6.370387466895173,4,1.0
3,C,89.92470243596888,1.9564962509662398,3.106378289736723,0,0.9771082048276558,Group,2,6.8060686401600705,5,1.4034033662577472
2,C,92.80175974583146,2.5669988810726925,7.339361643106466,1,0.6922110565000447,Group,3,7.143626036222949,3,1.9644257511341776
2,D,99.88279106336758,2.3174857834658154,4.9061455433908625,1,0.7130530487935092,Online,1,6.795365052320513,1,1.0
2,B,85.95255117316755,2.8956636187682157,1.6940086516041544,1,1.0,Online,2,6.562306536164387,4,2.007156554461698
1,B,100.0,4.147839720457985,3.950038429414636,1,1.0,Online,5,6.356025999748711,5,1.3318875518296363
3,D,78.13595314610637,3.959735543674148,3.400129192947719,1,0.9647286726118056,Group,1,6.605354039553328,1,1.7257208035171039
1,B,92.32027580810367,2.839608569454071,4.038543823298618,0,0.8221079887718075,Group,2,5.233764697158481,1,1.2001339474790929
3,D,100.0,2.9930218321046604,,0,0.8253401984409887,Solo,2,7.057934971228663,4,1.4344196212078635
1,D,98.17407139860433,1.3054681017873355,1.7015974529003612,0,0.7567403103494674,Solo,0,6.475316219069698,2,1.0
2,C,93.22437596659772,0.9769677939112329,4.055276243454651,1,0.9951409502898725,Online,4,7.194411857378506,2,1.0
2,C,82.13639729222892,2.047076060833933,4.059442290576153,0,0.9630279436438477,Group,3,7.657732215929764,5,1.9641901848477887
2,D,92.05205311224364,2.154700603611124,2.8305613275775547,1,0.9062383410002969,Solo,4,6.119648935512785,5,1.0
2,C,85.4439615145483,2.2987850171671167,1.8042674818549669,0,0.6942513315662409,Solo,2,6.6943866737155515,1,1.612342881512384
1,C,83.4303015305824,2.952951224383167,4.333337380987972,0,0.8889996338969163,Solo,0,7.268593547743345,1,1.0
3,C,73.93457027392873,3.461617870319863,4.450782825057476,0,0.796017005837021,Online,2,6.374704594964802,3,3.230855488208708
3,A,93.3129348012441,4.145531126531548,4.56234262322355,1,0.7880700964227085,Group,0,7.363366087746466,4,2.348184343211169
1,A,95.30130355891023,2.124833720812724,1.5565431536323633,0,0.9071544369356015,Online,1,6.0415983742671795,4,1.9214444228576921
2,A,85.52556226828838,3.5169510873089878,1.9838032698382144,0,0.8706430290551486,Group,3,5.836424909705155,5,3.270116116907501
1,A,90.41911854297881,3.076652086693786,2.279796998476943,0,0.8988919991016354,Solo,2,6.672624589970652,1,1.4224130930717716
3,B,93.17944669597924,2.3937179397336275,4.348100465851963,1,0.9588271808490165,Solo,1,5.481918437503914,5,3.918867129086613
2,D,100.0,2.462189994955602,2.736353763589744,1,0.8625033150435261,Solo,4,7.640229500254656,5,1.0
1,C,88.38016841315175,1.6676276970125983,2.9870387693619374,0,0.9691755294464574,Solo,1,5.490276394916355,1,1.0
1,B,91.11588976840464,3.1260477576754298,2.8503717378822553,1,0.9557315217279452,Online,3,6.386190647496737,5,1.0
2,B,92.42648049507717,2.8657824141958397,2.6520368530188736,1,0.8656747978084384,Group,4,7.352790783738614,4,1.0
3,B,87.03245010708794,2.0946038166166203,3.401156560160892,0,0.834872381369279,Group,3,6.534444661627852,3,3.187363252492431
3,C,98.52030010745716,2.9365242041661106,5.278903824559336,0,0.8655134825176134,Solo,4,8.030737502609664,4,2.517822492366767
2,B,98.83031344339958,3.115161977997168,1.0,0,0.7404371357153855,Group,1,,5,1.7838784133035124
3,C,84.22704049106473,1.4203860045033436,5.42612519694978,0,0.8509493989356695,Solo,1,7.067851433947389,4,2.6098409892655097
2,D,81.46386376683759,3.5017251140148833,4.578168086551731,1,0.8034457088400887,Online,2,7.831695135481127,1,1.0
3,B,86.84741157404778,3.4189962468614974,4.133691735596803,1,1.0,Group,0,5.750268803284173,5,3.4257660199422535
1,D,80.33870489587125,1.5151904874511608,1.6500354030765396,0,0.8700234569701581,Solo,0,6.108266038153778,4,1.0
1,D,92.42380626366527,0.5,3.30180439961548,0,0.9407633688882887,Online,1,8.091137793739854,5,1.0
2,C,82.69397655392122,2.9430104947424387,3.8871453897558927,0,0.8904466673621767,Solo,0,6.001958820419199,2,1.907243648339537
1,B,91.42622505758735,2.4795715776123664,3.406311547297184,0,0.7585325853214018,Online,0,3.607788782080828,2,2.098122339370637
3,A,89.40784472657491,0.5,4.599549227055304,0,0.901761286457537,Group,2,7.946176451996427,3,2.601920039290873
2,A,86.49954734502207,2.9557096767332216,2.5524820051527097,1,0.8744934195214342,Group,1,6.44308580833612,4,2.3062092689988063
1,B,91.68754586851496,2.6174256473207964,3.34135004897542,0,0.7608396236310528,Group,2,6.214964455107583,4,1.8559508774652218
1,D,81.22673271581832,3.034996466007809,5.677199526120975,0,0.6827167179453436,Online,1,5.102358029208734,2,1.659093835543979
1,D,83.03398333528207,3.079945909231977,5.390962339938361,0,0.8572116270802901,Group,1,7.728725676449179,4,1.0
2,A,96.2946564726483,2.204239335171166,1.514856717833247,0,0.9056007688073259,Solo,0,3.9018470722955967,1,2.631598172372588
2,D,96.19473441480157,2.32586186947283,4.966692156727209,0,0.7144929322272986,Solo,2,5.83694265575816,1,2.3356791977586897
2,A,79.95543343605921,3.147572075844313,4.72901704359199,1,0.783927446506542,Group,3,6.512988515210757,4,2.899782938841649
2,C,84.08072518489476,2.9875176941398056,2.4968854556733415,0,0.7474992268948359,Group,1,7.239617546270281,4,1.707013811080929
2,A,80.7400907644888,3.4119980354703117,2.4916351958992764,1,,Group,4,4.190465142597442,3,2.0866683035059013
2,C,89.03591961967511,2.91252526808139,2.801917424509697,1,0.8236258670777639,Online,0,6.174453363366199,3,1.0
1,A,88.53906091408265,3.5823669019964592,3.561032671918525,0,0.894417924125967,Online,1,7.396563647761618,3,1.7145920796543184
1,D,100.0,2.0854726968946027,4.584167500472652,0,0.9281668706695037,Group,0,6.652012594081769,4,1.0
1,B,82.38315259827537,4.258610501081168,2.117929174148272,0,0.8656091744913019,Group,1,7.179132852638457,5,1.1911742262717466
3,C,94.67188884030377,4.373997535940633,3.7647885712548335,0,0.6541569239465573,Group,3,6.135095218887707,3,2.4001584960717843
3,C,99.46575997558283,2.3838493545813937,6.514369755391495,0,0.9189970416741318,Group,1,6.4841494325320355,5,2.9747048078302245
2,A,87.4284613671097,1.9956668443166792,1.0,0,0.7962990288247933,Group,2,5.246761760332585,2,2.597814285034368
3,C,95.05535545132683,3.0490329786417827,3.6861695152293037,0,0.9649663217764674,Online,0,6.779411085962287,5,2.3002554942502553
1,D,93.25256871328557,2.50529160403351,4.063077609146687,1,0.8607544241299484,Online,3,5.690748667693098,1,1.0
1,D,93.57602665001833,2.7166891269295483,6.717695650341748,1,0.8347803529183697,Solo,2,5.53052301766337,3,1.398326436054793
1,A,85.21281961438544,3.5741291400528903,3.775254997657215,0,0.8800724300340799,Online,6,6.517845998351495,4,2.343763174950512
1,A,97.9810064784489,2.0487778004205563,4.069138207211075,0,0.8722417633394733,Solo,1,7.986507142048961,3,1.2570648904146418
1,B,88.68416160554948,2.061844463207262,5.230902645328221,0,0.8341808803722488,Online,0,7.655096306807062,1,1.373260926321617
1,D,88.52256548306443,1.5360209274960979,2.010931095069427,1,0.9420803169863794,Online,1,6.690142052287823,1,1.0
1,C,90.66572417815924,1.4855858644036133,4.062698940048883,1,0.6998082551294067,Group,3,5.346384975399894,4,1.0
1,C,88.03290733894063,3.064699366326117,3.348899118817183,0,0.7097609974889227,Solo,1,6.570916565426967,1,1.0
3,B,96.63560965677567,2.8670530165481307,5.322956458884239,1,0.8663604284157502,Group,3,7.0292819120306,5,2.452749244621354
3,C,93.74666655273818,3.39048374877074,3.4658544968084306,0,0.912632325392458,Group,0,4.866323106137836,3,2.8266734984951065
1,A,95.6925206665843,1.8052783795295326,4.309537632826062,0,0.8816300915052281,Online,0,6.592210453189293,4,2.4130630364486314
1,A,86.19012158534007,3.9436406843258807,5.176211565521726,0,0.7433498176194757,Group,1,8.241315954070322,4,1.9329472993382373
2,A,82.92095186315117,2.1479649599860453,5.397555650398939,0,0.8979131059376485,Online,2,5.294927402790651,1,2.5353494562981056
3,C,95.09950910726668,2.270546685762999,3.657200211612886,1,0.8527855723100403,Solo,1,6.5575709911050355,1,2.054105992141538
3,B,92.34336594600843,2.163866438772789,4.790497286657736,0,0.7116688404181392,Group,0,6.828052949918225,4,3.452102278970893
2,A,80.78110473213081,3.3833033882836268,3.089929011039812,0,0.9930971055347217,Group,1,7.3085293633518145,2,2.310306599638745
3,D,100.0,2.673737470015006,7.0846372812529825,0,0.932384208775786,Solo,1,6.415842916057779,2,3.21107667077597
2,B,92.98137709801921,1.2501635153179467,6.671090304115955,0,0.74083917491756,Group,2,7.200376157591904,2,2.097248798303704
2,A,92.72794238568487,3.1851386868713534,3.1694499003579195,0,1.0,Online,0,6.842409068727116,3,3.006277218394616
3,D,73.53210298656776,1.62667169839827,5.504165966838794,0,0.8888755906693997,Solo,4,5.86779025045291,3,2.4265132266424523
2,D,91.31578380380604,4.644441524800367,4.81073144029471,0,0.9178268051868093,Online,5,8.117564296049357,4,1.0
1,C,100.0,3.159034020670406,6.29267243655811,0,0.721512900938685,Group,4,6.404081653679236,3,1.430106144161646
3,D,94.64115879212127,2.3628940837211267,3.2683830050944476,1,0.9781180407413114,Online,1,5.268974077751476,1,1.6833205188731706
2,D,78.21415644713967,1.5670304270186535,4.42806720744408,0,0.8877895235651131,Online,3,4.558794342618015,5,2.1986275286626786
1,B,88.10627858465854,1.8707648252224218,3.7366105819857593,0,0.802496979450466,Online,1,7.198992857804729,5,1.0
2,A,82.90414335413374,2.459032932467939,3.148327769042279,0,0.8835152055077834,Online,4,6.16998853343305,2,2.0248623228504394
3,B,94.7438831385546,2.9574018737406282,1.684562598396743,1,0.957494526115836,Solo,1,8.685618981516813,1,1.648641941718875
2,B,90.70216939184229,2.3224987206450995,3.673891820710961,1,0.8909873927775726,Group,2,5.981119870274834,1,1.8992287834631023
2,D,94.00891935743226,3.9445394746825744,2.678245188967826,0,0.8708039040412904,Solo,2,5.735413349766111,2,1.2091415138635524
3,D,87.71546668024557,0.9155718668807917,5.303167468873003,0,0.8949226387458421,,0,4.633848829084593,2,2.099450434467532
1,B,89.68155090534043,3.079950156866755,3.522812651938676,0,0.916381538367131,Online,1,4.640204209960459,5,2.4583994766370063
